user_id,age,gender,country,subscription_type,device_type,listening_time,songs_played_per_day,skip_rate,ads_listened_per_week,offline_listening,is_churned
1047,35,Female,DE,Free,Desktop,49.59569948210492,28.76024338019102,0.3141431510285612,27,0,1
1048,21,Female,FR,Free,Mobile,73.52496354469231,21.943898385966392,0.10821889018591656,1,1,0
1049,42,Female,UK,Student,Desktop,59.32420608839679,29.2097491615716,0.10969438452908661,13,0,0
1050,31,Male,CA,Free,Mobile,83.80803976850697,27.25448277086702,0.2706093207141884,8,1,0
1051,67,Other,CA,Free,Mobile,34.350985206627534,15.968879005982194,0.13310712758451876,15,0,1
1052,26,Female,IN,Free,Web,37.908467424646936,1.5598737834163003,0.1301663003595959,17,0,1
1053,43,Male,UK,Student,Web,65.59078337885622,3.2609128545582173,0.11407148631836113,7,1,0
1054,19,Other,US,Free,Web,61.92412199800873,1.5962140890418546,0.2807853137948329,5,1,0
1055,37,Other,FR,Free,Mobile,58.8735220701334,19.08803352738749,0.34148872599236063,15,0,1
1056,45,Other,CA,Free,Web,71.51668320408966,-3.5262557005430217,0.6447564771009382,13,1,0
1057,64,Female,US,Free,Desktop,41.38700870884527,18.40009679625618,0.08069223862012738,5,0,1
1058,24,Female,UK,Premium,Web,32.611287767571426,21.337673470709927,0.23921883568756905,19,1,0
1059,61,Other,US,Free,Desktop,49.997837839425486,28.562264445972517,0.15996593983161914,16,1,0
1060,25,Other,UK,Free,Web,52.23442882603803,25.04379672660189,0.16203643304280002,27,0,1
1061,64,Other,IN,Premium,Mobile,54.32505637884178,29.01885068207812,0.5557050731309869,25,0,0
1062,52,Other,FR,Free,Web,85.38091422707754,24.139051242353922,0.4302902190728311,23,1,0
1063,31,Other,US,Free,Desktop,75.40834493598419,16.76458459941585,0.3444731536995354,6,1,0
1064,34,Other,FR,Student,Desktop,70.66479738310858,18.940170560859237,0.13333460867491767,15,0,0
1065,53,Male,US,Free,Web,64.43999189258622,11.483560377357472,0.7397610231057289,5,0,1
1066,67,Other,UK,Premium,Desktop,51.316230885688896,22.28086528338958,0.49839762863723247,20,0,0
1067,57,Female,UK,Premium,Mobile,42.921096864331105,4.158044496234632,0.059774758891132755,12,0,0
1068,21,Female,US,Student,Web,36.05685158615958,30.660354540063075,0.5504025311453268,26,1,0
1069,19,Female,IN,Free,Desktop,46.10986299058649,10.434061133681526,0.3414156720381083,17,1,0
1070,23,Other,UK,Free,Web,59.141560232780236,21.538453216779843,0.4674222834157244,15,0,1
1071,59,Female,DE,Free,Web,36.90031599634667,23.21478335307588,0.6095470231719226,0,0,0
1072,21,Male,DE,Free,Web,63.39039515473218,31.627229196543777,0.3494996888538677,11,0,0
1073,46,Other,FR,Free,Web,56.1112374552871,3.1883664189667655,0.46426543852401786,13,0,1
1074,35,Female,DE,Student,Web,52.054031769135946,16.745407970973123,0.2378968971264024,6,0,0
1075,43,Male,DE,Premium,Mobile,83.23065802423274,25.498478356799932,0.48948180644442724,19,0,0
1076,61,Male,IN,Free,Web,10.78762755554537,37.511835130121284,0.37950860172996964,1,1,0
1077,51,Female,IN,Free,Mobile,52.325409094301406,19.61172272765555,0.35122815612590824,12,0,0
1078,27,Male,CA,Free,Web,12.95125108741044,14.05654291990518,0.33188403266619804,11,1,0
1079,53,Female,CA,Premium,Desktop,64.77125345858884,40.26988756200049,0.17452043199809328,18,0,0
1080,31,Male,IN,Free,Web,75.24363166397852,28.025606718547863,0.13924247947154786,1,1,0
1081,48,Other,CA,Free,Web,32.97787591572397,33.736332718451806,0.10513555624490063,8,1,0
1082,65,Other,IN,Student,Desktop,35.53884832217219,7.904592723003747,0.5331371962726847,14,0,1
1083,32,Other,CA,Free,Mobile,26.034003365790888,25.21129104119611,0.23208671686354013,3,0,0
1084,25,Other,UK,Premium,Mobile,61.27283985426335,9.166747390869599,0.39043640553736897,14,1,0
1085,31,Other,IN,Free,Mobile,53.18423447591945,6.949559968570828,0.5672206581648719,13,1,0
1086,40,Female,FR,Premium,Mobile,54.42690539216813,25.818800633396265,0.3078117466342355,16,1,0
1087,57,Other,FR,Free,Desktop,52.64056721028237,26.51847398918349,0.13765210338145994,4,1,0
1088,38,Other,IN,Free,Mobile,40.52801871264122,15.179880818740317,0.4239466903894607,12,0,1
1089,33,Other,DE,Student,Mobile,82.63748047792073,34.320372285575054,0.13968217008894296,6,0,0
1090,62,Other,FR,Premium,Mobile,65.44681360263255,16.309802176605942,0.33098994318078917,0,1,0
1091,35,Male,DE,Free,Mobile,36.30672926444792,17.30018986095859,0.1209408836266271,27,1,0
1092,64,Other,FR,Free,Mobile,45.98906368334997,19.63961225005638,0.09855720805158145,12,1,0
1093,41,Other,US,Free,Web,42.55862451065049,17.57057223347695,0.5203619517183716,3,0,1
1094,43,Female,US,Premium,Web,88.11855806946123,32.77262127350615,0.339282793121354,27,0,0
1095,42,Male,IN,Free,Mobile,74.2243854536573,9.582966645159459,0.18336564063864258,12,1,0
1096,62,Female,FR,Premium,Desktop,57.47021086154894,12.456568092365321,0.5039581600684704,27,0,0
1097,58,Other,UK,Free,Desktop,94.14442369907718,8.085924531228695,0.06547325388714423,26,0,1
1098,46,Female,DE,Free,Web,89.04087190398369,38.83517072995316,0.19150987694916735,12,0,0
1099,32,Female,FR,Premium,Desktop,55.3857821171646,16.754806796606108,0.17018937612327348,24,1,0
1100,62,Other,IN,Free,Web,51.78869355752381,12.31483433020232,0.12277755789319103,2,1,0
1101,18,Male,DE,Premium,Mobile,52.752720882053026,17.126923121336688,0.5339851232943484,7,1,0
1102,42,Male,CA,Free,Mobile,40.94506808062138,28.49056101242407,0.38375042157506767,23,0,1
1103,24,Female,IN,Free,Desktop,94.67948896934325,26.637654719829186,0.32084114837947036,8,1,0
1104,26,Other,FR,Free,Desktop,39.871749938822454,14.248210450023544,0.16784032225288398,6,0,0
1105,41,Female,UK,Free,Desktop,77.3660863085488,16.004138266089733,0.14859960539472825,4,1,0
1106,18,Female,CA,Free,Mobile,73.81086261817659,5.4452954890781875,0.3361257971990597,25,0,1
1107,61,Female,IN,Free,Mobile,53.90268043552868,21.387233211589344,0.4120862434107397,3,1,0
1108,25,Other,FR,Premium,Desktop,96.200902073289,32.8231743595509,0.023224817711769465,21,0,0
1109,41,Other,US,Free,Desktop,28.818073578369436,14.182228379914967,0.1659277846999729,2,0,1
1110,28,Male,FR,Free,Desktop,58.406173980422196,26.358130304064925,0.45877661412485143,7,1,0
1111,68,Other,US,Free,Desktop,50.219196701189915,14.178870055186994,0.25083156703293513,3,0,1
1112,34,Female,US,Free,Web,79.21186300541706,9.043509510756236,0.41780981121810545,10,0,1
1113,25,Female,IN,Free,Desktop,67.07131728750336,26.802798027944732,0.0953748059848487,9,1,0
1114,52,Male,FR,Free,Desktop,25.454096426670148,43.47649387588152,0.15062680851576885,1,0,0
1115,52,Other,FR,Free,Web,84.78958887492905,25.434236092876237,0.24122704718619487,20,0,1
1116,50,Female,US,Free,Web,69.70923445849135,15.861438131400565,0.016875447503451945,13,0,0
1117,22,Male,DE,Free,Web,39.29016276074138,16.5063404011688,0.519049891004811,7,0,1
1118,59,Male,CA,Premium,Web,53.00641790427215,39.0918538943165,0.4721529324561099,5,0,0
1119,56,Female,UK,Premium,Desktop,34.002301700558355,23.069800198361527,0.2739354425880061,24,0,0
1120,58,Female,FR,Free,Mobile,56.5832394876704,12.340839793800393,0.21645183169951523,21,1,0
1121,45,Other,CA,Student,Mobile,63.00235934719646,19.37774936626918,0.39113628301145636,2,0,1
1122,24,Male,CA,Free,Mobile,53.30705682732103,22.151404628615488,0.3828991023216984,16,1,0
1123,26,Female,DE,Free,Mobile,50.99071000254291,24.692137015993424,0.8012716325446034,9,1,0
1124,25,Male,CA,Premium,Mobile,27.745192618976425,35.12038814094032,0.17928520523937425,23,1,0
1125,29,Other,FR,Premium,Mobile,66.74482923006416,32.75898494095712,0.20210740529641485,14,1,0
1126,51,Female,IN,Student,Web,21.510908062740945,21.98238776480017,0.16447365335526096,27,0,0
1127,50,Other,IN,Student,Web,60.62159036474524,19.58504787574116,0.3450909814481595,7,1,0
1128,65,Male,CA,Free,Mobile,24.016883519350777,23.95985742768762,0.1556076295805908,6,0,0
1129,40,Other,FR,Student,Desktop,61.010097809725735,13.917665076916506,0.42475416292712714,27,1,0
1130,41,Other,FR,Student,Desktop,59.87761990824503,29.800093436445145,0.2346925963424632,29,1,0
1131,54,Male,US,Free,Mobile,68.06689935357082,17.965282014027125,0.5198768648537198,6,1,0
1132,52,Other,DE,Student,Desktop,77.24571433603185,24.90901309117073,0.4462812164262348,12,1,0
1133,61,Male,UK,Free,Web,80.95176844501876,37.13253570356002,0.09283886828835156,29,1,0
1134,57,Female,US,Premium,Web,27.799148012481403,25.528064705268864,0.1910288614064297,27,0,0
1135,39,Male,UK,Free,Desktop,58.83587893733839,22.307031660256825,0.4669647141951274,3,1,0
1136,44,Male,FR,Free,Mobile,100.21881769120108,14.826125428451501,0.3174074305740343,17,1,0
1137,52,Female,IN,Free,Web,62.38201136995414,19.21925942484519,0.26871641748269454,6,0,1
1138,18,Male,US,Free,Desktop,43.37303719397373,8.639494021003237,0.2437715672079366,2,1,0
1139,52,Female,CA,Premium,Desktop,58.405977471213276,25.332001467565547,0.19175277068497884,28,1,0
1140,54,Female,CA,Free,Web,52.32668119371878,-1.3436142848167094,0.31598574015146175,13,1,0
1141,64,Male,UK,Free,Web,36.47083685735692,29.68406565520693,0.14096246253443684,0,0,0
1142,31,Other,FR,Free,Mobile,77.38208376414016,27.316835593162644,0.09087263542828625,0,1,0
1143,20,Other,IN,Premium,Desktop,71.68705116550724,20.981819255132006,0.1408988260655369,15,1,0
1144,18,Female,UK,Premium,Mobile,33.30981855775744,14.669831057861714,0.4240152472889773,13,1,0
1145,22,Other,IN,Premium,Web,58.13450832366196,19.837400776497233,0.2433651647384903,29,0,0
1146,43,Other,DE,Premium,Desktop,48.670727016357546,2.259699732596104,0.2028328950194929,25,0,0
1147,31,Male,IN,Free,Web,27.968149709500658,28.23800603264451,0.5051129469138537,7,0,1
1148,56,Female,CA,Free,Web,31.703610850480292,18.361754607395742,0.4388312336719841,22,1,0
1149,44,Female,US,Free,Web,34.68080352399336,35.15231174965024,0.31089171176038916,0,1,0
1150,26,Male,US,Student,Mobile,58.83140493114406,23.919902851245446,0.04851329236000204,3,0,0
1151,32,Other,US,Premium,Web,50.84093999593287,22.31433770329568,0.29832596325794836,27,1,0
1152,32,Female,IN,Free,Mobile,40.81624075808173,24.009481381080697,0.45133157936844903,3,0,1
1153,43,Other,CA,Free,Web,52.16233940758098,10.244894136994816,0.2364546947766777,3,1,0
1154,59,Female,IN,Free,Web,74.95069943690955,15.490061329532812,0.4006777546685723,14,1,0
1155,30,Female,FR,Premium,Desktop,67.13392194544112,21.32948933610667,0.23668655858403406,15,1,0
1156,68,Female,CA,Free,Web,80.03737615243806,16.974357332800903,0.3190942596607084,9,0,0
1157,49,Female,CA,Premium,Desktop,55.433742705615025,14.234875280436084,0.10245083432918865,21,0,0
1158,56,Other,IN,Free,Desktop,92.05114381363288,17.176036797020796,0.5692746064464079,27,1,0
1159,66,Other,IN,Free,Mobile,66.96159767396983,20.441299153928686,0.5284295176921833,3,0,1
1160,69,Other,US,Premium,Desktop,50.221651533172185,43.18742267071903,0.31252883477306936,13,0,0
1161,49,Other,CA,Free,Desktop,61.859036193807384,16.746086449901263,0.5530153712492558,12,1,0
1162,21,Male,US,Student,Web,35.038480948203656,13.225705212466211,0.35299592580763284,1,0,1
1163,47,Female,FR,Free,Web,53.876297275044614,18.472710080763814,0.34976630385959184,0,1,0
1164,54,Female,DE,Free,Mobile,68.59948460453215,35.015948984991134,0.38833838109510954,15,0,0
1165,40,Female,US,Free,Desktop,72.23339016197178,35.73091720140161,0.4387398807636249,26,0,1
1166,56,Male,IN,Premium,Desktop,51.796755543376065,39.490980756880326,0.12444753043430337,21,1,0
1167,62,Other,UK,Premium,Mobile,114.6778085504527,20.609755032265724,0.22040268910753666,15,0,0
1168,32,Female,DE,Free,Web,56.55584513689423,26.41592269597478,0.27064388628226316,28,1,0
1169,60,Other,FR,Free,Desktop,26.43211915713693,9.499755253031289,0.3115796321368484,21,1,0
1170,46,Other,IN,Free,Mobile,84.26534384016996,16.46559226910766,0.12536023015546535,6,0,0
1171,53,Male,DE,Free,Web,72.14254607699354,8.849152226695782,0.16022580610065193,22,0,1
1172,30,Male,IN,Free,Mobile,64.633776419105,24.732587571202924,0.4579419169846952,7,0,1
1173,49,Other,US,Free,Mobile,50.70158217816444,20.384127628689146,0.20860951131237532,3,0,0
1174,24,Female,IN,Free,Desktop,67.86693032052882,22.261896599456282,0.2401293234630821,13,0,0
1175,68,Female,FR,Free,Web,92.38032491995261,11.537891815456963,0.4509988390085832,10,0,1
1176,39,Male,UK,Free,Desktop,64.03265874680292,28.506873246896568,0.5755016513337503,24,0,1
1177,45,Male,US,Free,Desktop,30.59932826378148,-4.070285957820062,0.05686971485192804,16,1,0
1178,19,Male,US,Free,Web,-9.067081663755332,17.479718178322162,0.18457547556734297,0,1,0
1179,59,Male,FR,Free,Web,67.6911912127677,18.93355410788044,0.2527219329181842,16,0,1
1180,62,Male,FR,Premium,Web,40.281729174797846,-0.21602503458271727,0.4163627481502918,1,1,0
1181,23,Male,DE,Free,Desktop,58.00574565208392,23.841283983675076,0.16382281641333776,17,1,0
1182,45,Male,UK,Free,Web,43.81844753973202,18.267358758956526,0.09544844850333457,2,1,0
1183,45,Female,IN,Free,Web,42.381820316068044,25.611168958119933,0.0017012939773057196,23,0,1
1184,61,Male,DE,Premium,Web,44.69451733427466,39.99828595534622,0.3232288374746697,20,1,0
1185,61,Male,IN,Free,Mobile,46.50249280166868,23.246238742502758,0.36276658499640624,12,0,1
1186,37,Female,IN,Student,Web,75.52471976965671,29.726613044896638,0.0972624614909904,16,0,0
1187,47,Female,IN,Free,Desktop,71.4728758627317,33.809530899180295,0.27186016025990456,14,1,0
1188,28,Other,DE,Free,Mobile,35.84022354377653,24.920270962781856,0.19151115925815784,26,0,1
1189,45,Male,US,Free,Desktop,38.56530547265983,11.341244176887969,0.38637677602765624,25,1,0
1190,42,Male,FR,Free,Mobile,67.58243808938745,3.598326687583185,0.5158433125267725,27,0,1
1191,56,Male,US,Free,Web,81.05004730871043,23.743780995040737,0.24340775485719168,2,0,0
1192,50,Male,UK,Free,Mobile,80.74282719828251,15.997421774973997,0.4010405105025914,4,1,0
1193,18,Other,DE,Free,Desktop,39.94182318439537,32.83601067587324,0.5044195794668518,29,1,0
1194,44,Female,UK,Free,Mobile,79.7862286380045,15.248768390212183,0.4899390621891944,24,0,1
1195,69,Female,FR,Free,Web,24.474607313622997,19.856929388987293,0.3365005902866162,4,1,0
1196,30,Male,FR,Free,Web,55.942311659799216,8.409893033235008,0.33884128520838386,28,0,1
1197,58,Male,CA,Free,Desktop,69.74052885217306,16.561673283581655,0.49266041013784473,5,1,0
1198,20,Male,UK,Premium,Mobile,18.42389973916697,10.571649998990438,0.17312781165614816,15,1,0
1199,56,Other,US,Free,Desktop,101.85713848170924,11.484729535742392,0.09500902545615014,1,1,0
1200,23,Other,UK,Free,Desktop,86.53390365953231,19.4718575218303,0.2162641930487554,29,0,1
1201,25,Female,DE,Free,Desktop,72.94007944721179,13.930820325000012,0.3926408382897064,5,1,0
1202,44,Male,FR,Free,Web,40.69943584870157,46.29238202128412,0.5327632013026052,26,1,0
1203,26,Male,FR,Free,Mobile,58.637927508457345,28.3589415114035,0.15661130722686792,12,1,0
1204,54,Male,UK,Free,Web,75.80840339526044,30.846399127791727,0.40592096209016637,4,0,0
1205,50,Male,UK,Free,Web,37.54676866000372,18.891070027610603,0.4279121442594362,19,0,1
1206,68,Other,IN,Student,Web,56.39051537523966,21.057521786824495,0.2279583490027785,25,1,0
1207,59,Female,UK,Free,Mobile,78.20767699621965,15.70407054343497,0.0717796035468525,24,1,0
1208,61,Female,IN,Free,Web,30.108099964539,46.24380900465347,0.17226235219831595,23,1,0
1209,41,Other,DE,Premium,Web,66.6484942204091,18.91136181399197,0.08601973547072674,26,0,0
1210,32,Male,DE,Free,Web,24.904607407576393,13.962490007651466,0.17286888232885447,29,0,1
1211,49,Female,US,Premium,Mobile,41.12306488842693,12.45995779351353,0.09779022335787393,15,0,0
1212,49,Female,UK,Free,Mobile,49.90814788647811,23.35350026947146,0.27221819444653195,15,0,1
1213,41,Other,US,Free,Desktop,70.27111225437557,34.21022042741208,0.2450241613120512,6,1,0
1214,58,Male,CA,Premium,Web,45.98421794987593,30.869595052321475,0.5379939401358974,19,1,0
1215,69,Female,DE,Student,Web,62.51096782658302,12.436746124339626,0.31641955157822177,10,1,0
1216,66,Male,FR,Premium,Mobile,46.255437243835345,12.190566520528474,0.17413382216718526,2,0,0
1217,66,Female,IN,Free,Mobile,49.38766455769696,32.46268508948201,0.2657959871668988,14,0,0
1218,69,Other,CA,Free,Web,85.01323015572298,41.01381373601043,0.20971217904258496,16,0,1
1219,29,Male,FR,Free,Desktop,36.99543643515523,18.54997492342245,0.11694140322320681,2,0,0
1220,56,Other,CA,Premium,Desktop,75.1830794789437,32.06623408364949,0.33892050926033934,28,0,0
1221,19,Female,US,Free,Web,59.97872229050036,5.339118943706522,0.19815357080220877,1,0,0
1222,20,Other,US,Free,Desktop,48.48892622184019,11.564754990271886,0.17226295985168838,13,1,0
1223,66,Other,IN,Premium,Desktop,35.64954335179764,9.904017574084197,0.01544737140142055,4,1,0
1224,54,Other,DE,Premium,Web,37.07527385801818,24.122137951478706,0.1360727240945231,23,0,0
1225,66,Female,IN,Free,Desktop,45.227099504841064,18.210239779613744,0.5900099154908501,3,0,1
1226,34,Male,FR,Premium,Mobile,56.998911855577155,22.380926446779977,0.10759677847415897,11,0,0
1227,66,Other,CA,Free,Web,72.07019272312803,32.19115988850297,0.28989123566166214,6,0,0
1228,19,Male,IN,Free,Mobile,53.99521480155275,13.468338161881988,0.6799331184189162,24,1,1
1229,19,Female,UK,Free,Web,55.33378296235562,20.93993106612868,0.34312736203459865,10,0,1
1230,45,Male,UK,Free,Mobile,58.3201955335539,6.620677809254262,0.26288033507165715,19,0,1
1231,40,Other,DE,Premium,Desktop,69.53555382877457,31.637857157418594,0.4214271766931874,20,1,0
1232,54,Other,IN,Premium,Mobile,72.8960563839302,30.964137136632008,0.0217485025028069,24,0,0
1233,49,Other,FR,Free,Mobile,32.26069048856304,23.61888147432794,0.15900100925746763,1,0,0
1234,50,Other,UK,Premium,Mobile,54.35850580513377,21.19936102178711,0.11433948936633485,1,0,0
1235,18,Other,DE,Free,Mobile,84.54808034695843,14.90852065436815,0.5288309017410198,9,1,0
1236,36,Other,IN,Free,Mobile,33.67760092560091,6.0445080529985695,0.010704463117212444,17,0,1
1237,19,Female,DE,Free,Web,61.486257808979175,23.055419412611748,0.18015663753360386,16,0,1
1238,61,Female,FR,Premium,Mobile,56.583119924064384,27.56200810661087,0.22012258174470659,5,0,0
1239,43,Female,UK,Free,Mobile,48.66648820126777,40.19371611053245,0.1987519511662004,10,1,0
1240,49,Male,UK,Free,Web,91.81565302086716,16.064504842526198,0.523445939739308,16,0,1
1241,23,Male,UK,Free,Web,60.73671617735749,22.701816182104555,0.19859037945356933,28,0,1
1242,49,Female,US,Free,Desktop,90.22290143888628,31.144042164012784,0.39186559390000975,29,1,0
1243,21,Male,UK,Premium,Mobile,60.1125441048882,31.44532878860818,0.560296865505369,20,0,0
1244,28,Male,CA,Free,Mobile,69.20511778635463,13.77529043221119,0.2774876491738805,26,0,1
1245,34,Other,US,Free,Desktop,48.45556982146039,17.20840606741283,0.3094132985491915,14,1,0
1246,55,Other,IN,Student,Mobile,48.678126494044925,14.74849347240368,0.3304060621887701,9,1,0
1247,41,Male,US,Free,Desktop,68.1869506049772,10.98155431464713,0.17332144935374827,3,1,0
1248,22,Male,US,Premium,Web,68.55394915267182,34.71669413023246,0.10566498987115329,12,1,0
1249,69,Female,US,Free,Mobile,71.9597413318371,20.62713808982916,0.42235729138390765,0,0,1
1250,51,Male,DE,Free,Mobile,67.53356573909151,19.257545372680895,0.33642724841791616,14,1,0
1251,23,Other,CA,Premium,Web,33.27158145991831,22.477081624927063,0.22171839879517605,26,1,0
1252,39,Male,FR,Free,Mobile,43.87262646575169,20.537619651754817,0.14805994141110093,23,0,1
1253,28,Female,UK,Premium,Web,76.9988577229739,17.790226260903268,0.49714914080410105,4,0,0
1254,65,Other,US,Free,Web,20.83069269193325,12.38442663533187,0.027537306988489725,5,1,0
1255,33,Other,FR,Free,Desktop,65.85214483011207,35.65280458096932,0.14743315769689258,6,0,0
1256,50,Other,DE,Premium,Web,57.76239801861637,14.297277371054584,0.3594551627293773,7,1,0
1257,26,Other,FR,Free,Desktop,76.99163734944719,10.694879334925059,0.33363000464677045,11,0,1
1258,23,Male,US,Free,Web,68.3324237214151,19.194443490799696,0.18386626934192035,14,0,0
1259,33,Female,IN,Premium,Desktop,46.72039440583076,41.57515217436302,0.02715935388301404,2,1,0
1260,46,Male,CA,Premium,Desktop,45.812999233966735,11.784266956549242,0.1167022515689929,21,0,0
1261,20,Male,FR,Free,Desktop,49.544330540061615,27.09615218728623,0.5057764559189537,8,1,0
1262,37,Other,US,Premium,Desktop,71.60126094741256,17.536683950831147,0.2260827700814827,10,1,0
1263,53,Female,US,Student,Mobile,13.95572640889511,22.44807248126972,0.3631552912131003,19,0,1
1264,36,Other,UK,Free,Web,63.147588887141225,29.22180884961579,0.06260530918136165,11,1,0
1265,43,Male,IN,Free,Web,42.33930825545265,2.8031119180700834,0.3091323962390554,7,1,0
1266,20,Male,UK,Free,Web,63.81670595614514,11.03658891208083,0.14883277602496217,13,0,0
1267,36,Other,IN,Premium,Web,66.88995573006738,29.08012794927052,0.04735823932705518,15,0,0
1268,37,Male,CA,Premium,Desktop,26.753468341426256,20.97451084081342,0.13636124358184237,2,1,0
1269,49,Male,UK,Premium,Mobile,55.46267145998738,22.118746404544297,0.42764387390109904,0,1,0
1270,24,Other,CA,Student,Web,63.111407136004935,27.1138361704551,0.31006230637238674,17,1,0
1271,69,Male,DE,Free,Web,61.759001905502956,11.103985090973838,0.5017886902977957,12,0,1
1272,58,Female,DE,Free,Web,57.5559809376807,30.550725378273206,0.3582338484285957,11,1,0
1273,50,Other,IN,Free,Desktop,35.58224960371977,28.1978372464055,0.3493878814573424,4,0,0
1274,57,Female,IN,Free,Web,38.62743938706916,22.383172072583704,0.129800689067364,6,0,0
1275,56,Male,UK,Premium,Web,32.43905354492299,24.681317328674865,0.335690112787874,5,0,0
1276,35,Male,DE,Premium,Mobile,71.08091141679508,31.64973777657027,0.33921242692961295,8,1,0
1277,57,Other,FR,Free,Desktop,57.688583163867975,14.061609412658434,0.30823690800105213,3,0,1
1278,18,Male,FR,Free,Mobile,58.96493521414574,26.613570184612207,0.1843727004524768,22,0,1
1279,28,Other,FR,Premium,Web,25.890131123102115,37.44357235714767,0.20906775438823552,3,1,0
1280,45,Other,DE,Free,Desktop,59.32794405477589,26.406262494886587,0.44742929930228453,2,0,1
